Judul,Harga_Rupiah,Provinsi,Kota,Kecamatan,Kamar_Tidur,Kamar_Mandi,Luas_Tanah_m2,Luas_Bangunan_m2,Daya_Listrik_Watt,Jumlah_Lantai,Tipe_Properti
"Dijual Rumah Mewah Exclusive di Sukajadi, Bandung",3500000000,Jawa Barat,Bandung,Sukajadi,4,1,196.0,89.0,1300.0,1.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Sumurbandung, Bandung",16000000000,Jawa Barat,Bandung,,9,3,469.0,300.0,2200.0,2.0,secondary
"Dijual Rumah Modern 2 KT di Batujajar, Bandung",700000000,Jawa Barat,Bandung,,2,1,105.0,70.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Terawat 6 KT di Taman Holis Indah, Bandung",1600000000,Jawa Barat,Bandung,,6,3,153.0,160.0,2200.0,1.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Batununggal, Bandung",10000000000,Jawa Barat,Bandung,Batununggal,4,3,375.0,465.0,7700.0,2.0,secondary
Rumah Minimalis 3 KT di Kopo Permai Bandung,1300000000,Jawa Barat,Bandung,,3,2,157.0,180.0,0.0,2.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Komplit di Sukajadi, Bandung",5000000000,Jawa Barat,Bandung,Sukajadi,3,2,350.0,200.0,4400.0,2.0,secondary
Rumah Modern 2 KT LT 114m2 di Taman Holis Indah,1300000000,Jawa Barat,Bandung,,2,1,114.0,60.0,3500.0,1.0,secondary
Rumah Modern 3 KT di Taman Holis Indah Bandung Unfurnished,925000000,Jawa Barat,Bandung,,3,1,90.0,70.0,3300.0,1.0,secondary
Ready to Use! Luxury House LT 224m2 Desain Elegan di Taman Holis Indah,3100000000,Jawa Barat,Bandung,,3,3,224.0,180.0,0.0,1.0,secondary
Rumah Modern 3 KT LT 161m2 di Bandung Kota,2200000000,Jawa Barat,Bandung,,3,1,161.0,86.0,1300.0,1.0,secondary
Ready to Use! Premium House LT 222m2 Desain Modern di Bandung Utara,4850000000,Jawa Barat,Bandung,,4,3,222.0,255.0,2200.0,2.0,secondary
Rumah Luxury Modern Tanpa Renovasi di Bandung Timur Bandung,3000000000,Jawa Barat,Bandung,,4,4,128.0,300.0,5500.0,3.0,secondary
Rumah Modern 2 Kamar LT 114m2 di Bandung Selatan,1400000000,Jawa Barat,Bandung,,2,1,114.0,80.0,2200.0,1.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Bandung Barat, Bandung",4000000000,Jawa Barat,Bandung,,4,3,297.0,250.0,0.0,0.0,secondary
Rumah Minimalis 3 KT di Bandung Kota Bandung Unfurnished,1900000000,Jawa Barat,Bandung,,3,3,198.0,210.0,2200.0,2.0,secondary
"Jual Rumah Eksklusif 2 KT di Bandung Selatan, Bandung",1550000000,Jawa Barat,Bandung,,2,1,119.0,85.0,2200.0,1.0,secondary
Rumah Minimalis 3 Kamar LT 126m2 di Bandung Kota,1000000000,Jawa Barat,Bandung,,3,1,126.0,90.0,1300.0,1.0,secondary
"Jual Rumah Modern 3 KT di Bandung Selatan, Bandung",2100000000,Jawa Barat,Bandung,,3,2,102.0,110.0,2200.0,1.0,secondary
Rumah Minimalis 6 KT di Cibeunying Bandung Unfurnished,2250000000,Jawa Barat,Bandung,,6,4,158.0,200.0,0.0,2.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Nyaman dan Strategis di Kiaracondong,1600000000,Jawa Barat,Bandung,Kiaracondong,3,5,102.0,208.0,0.0,2.0,secondary
"Dijual Hunian Rumah Terawat 2 Kamar di Taman Kopo Indah, Bandung",1050000000,Jawa Barat,Bandung,,2,1,84.0,45.0,0.0,1.0,secondary
"Jual Rumah Mewah Elegan Dengan View Cantik di Dago, Bandung",9500000000,Jawa Barat,Bandung,,3,3,494.0,500.0,0.0,3.0,secondary
Rumah Elit Modern Tanpa Renovasi di Riau Bandung,15000000000,Jawa Barat,Bandung,,4,2,566.0,400.0,0.0,1.0,secondary
Rumah Minimalis 3 KT LT 124m2 di Geger Kalong,2500000000,Jawa Barat,Bandung,,3,2,124.0,150.0,0.0,2.0,secondary
Rumah Elit Modern Siap Huni di Buah Batu Bandung,4700000000,Jawa Barat,Bandung,,5,4,228.0,125.0,0.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Sayap Dago, Bandung",17000000000,Jawa Barat,Bandung,,16,14,483.0,260.0,0.0,2.0,secondary
"Rumah Mewah Siap Huni LT 300m2 di Batununggal, Bandung",6700000000,Jawa Barat,Bandung,Batununggal,3,4,300.0,650.0,0.0,3.0,secondary
"Jual Rumah Luas Elegan Dengan View Eksklusif di Kopo Permai, Bandung",2700000000,Jawa Barat,Bandung,,3,3,203.0,250.0,0.0,1.0,secondary
"Jual Rumah Eksklusif 2 KT di Cihanjuang, Bandung",799000000,Jawa Barat,Bandung,,2,1,80.0,60.0,0.0,1.0,secondary
"Hunian Mewah LB 385m2 Siap Huni Desain Elegan di Ciumbuleuit, Bandung",6900000000,Jawa Barat,Bandung,,3,2,285.0,385.0,0.0,3.0,secondary
"Dijual Rumah Eksklusif 4 KT di BKR, Bandung",2200000000,Jawa Barat,Bandung,,4,4,149.0,140.0,2200.0,1.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Tubagus Ismail, Bandung",7600000000,Jawa Barat,Bandung,,11,7,420.0,250.0,0.0,1.0,secondary
Rumah Minimalis 3 KT di Pondok Hijau Bandung Semi Furnished,2100000000,Jawa Barat,Bandung,,3,2,165.0,135.0,2200.0,0.0,secondary
"Hunian Elit LB 600m2 Siap Huni Desain Elegan di Pajajaran, Bandung",28000000000,Jawa Barat,Bandung,,5,4,1000.0,600.0,0.0,1.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Pasir Luyu Bandung,1850000000,Jawa Barat,Bandung,,3,2,148.0,87.0,0.0,1.0,secondary
"Dijual Rumah Luas Elegan Dengan View Cantik di Supratman, Bandung",15900000000,Jawa Barat,Bandung,,5,3,602.0,500.0,23000.0,0.0,secondary
Rumah Murah LT 105m2 di Rancamanyar Lingkungan Asri,500000000,Jawa Barat,Bandung,,2,1,105.0,100.0,0.0,1.0,secondary
Rumah Luxury Modern Siap Huni di Muara Bandung,4500000000,Jawa Barat,Bandung,,2,2,265.0,200.0,0.0,2.0,secondary
"Hunian Mewah LB 170m2 Siap Pakai Desain Elegan di Ciateul, Bandung",2900000000,Jawa Barat,Bandung,,6,1,167.0,170.0,0.0,1.0,secondary
"Hunian Elit LB 310m2 Siap Pakai Desain Elegan di Cipaku, Bandung",6100000000,Jawa Barat,Bandung,,3,2,510.0,310.0,0.0,1.0,secondary
Rumah Elit Modern Tanpa Renovasi di Dadali Bandung,5400000000,Jawa Barat,Bandung,,7,4,364.0,500.0,0.0,1.0,secondary
Rumah Elit Modern Tanpa Renovasi di Soekarno Hatta Bandung,4300000000,Jawa Barat,Bandung,,3,2,564.0,520.0,0.0,2.0,secondary
"Jual Rumah Modern 2 KT di Parongpong, Bandung",1350000000,Jawa Barat,Bandung,,2,2,90.0,120.0,0.0,1.0,secondary
"Rumah Mewah LB 600m2 Siap Pakai Desain Elegan di Surya Sumantri, Bandung",8300000000,Jawa Barat,Bandung,,25,25,177.0,600.0,5500.0,5.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Taman Kopo Indah Bandung,1700000000,Jawa Barat,Bandung,,3,3,144.0,208.0,0.0,2.0,secondary
Ready to Use! Premium House LT 347m2 Desain Elegan di Riau,17000000000,Jawa Barat,Bandung,,5,5,347.0,320.0,5500.0,2.0,secondary
"Dijual Hunian Rumah Nyaman 2 Kamar di Sayap Dago, Bandung",2300000000,Jawa Barat,Bandung,,2,2,342.0,350.0,0.0,3.0,secondary
"Hunian Mewah LB 400m2 Siap Pakai Desain Elegan di Soekarno Hatta, Bandung",5250000000,Jawa Barat,Bandung,,4,4,404.0,400.0,4400.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Sayap Dago, Bandung",3500000000,Jawa Barat,Bandung,,3,2,94.0,121.0,0.0,1.0,secondary
"Jual Rumah Modern 3 KT di Buah Batu, Bandung",1600000000,Jawa Barat,Bandung,,3,2,190.0,300.0,0.0,1.0,secondary
Rumah Modern 3 Kamar LT 81m2 di Bandung Kota,777856123,Jawa Barat,Bandung,,3,1,81.0,2023.0,1300.0,1.0,secondary
Rumah Modern 2 Kamar LT 76m2 di Cihanjuang,769000000,Jawa Barat,Bandung,,2,1,76.0,45.0,0.0,1.0,secondary
"For Sale Hunian Rumah Terawat 2 KT di Sariwangi, Bandung",697987123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Hunian Nyaman Asri 2 KT Siap Pakai di Cimahi Bandung,756741123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Luas Asri 3 KT Siap Pakai di Sarijadi Bandung,750000456,Jawa Barat,Bandung,,3,1,81.0,45.0,1300.0,1.0,secondary
Rumah Minimalis 3 KT di Geger Kalong Bandung Unfurnished,750258789,Jawa Barat,Bandung,,3,1,81.0,45.0,1300.0,1.0,secondary
Rumah Minimalis 2 Kamar LT 72m2 di Setiabudi,756789123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Jual Rumah Strategis Bagus Punya 2 KT di Sukajadi Bandung SHM,698258123,Jawa Barat,Bandung,Sukajadi,2,1,72.0,45.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Terawat 2 Kamar di Setra Duta, Bandung",758456123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Dijual Rumah Strategis Bagus Punya 2 KT di Sukasari Bandung SHM,699123123,Jawa Barat,Bandung,Sukasari,2,1,72.0,45.0,1300.0,1.0,secondary
"For Sale Hunian Rumah Nyaman 2 KT di Sukahaji, Bandung",697369123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Hunian Nyaman Asri 2 KT Siap Pakai di Setra Sari Bandung,698333123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
"For Sale Hunian Rumah Nyaman 2 Kamar di Cihanjuang, Bandung",698456123,Jawa Barat,Bandung,,2,1,76.0,36.0,1300.0,1.0,secondary
"For Sale Hunian Rumah Terawat 2 Kamar di Sariwangi, Bandung",699789123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Minimalis 2 Kamar LT 72m2 di Cimahi,698258123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Terawat 2 Kamar di Sarijadi, Bandung",697333123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Luas Asri 2 KT Siap Huni di Geger Kalong Bandung,697951123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Modern 2 KT di Setiabudi Bandung Unfurnished,698357123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Nyaman 3 Kamar di Setra Duta, Bandung",750000789,Jawa Barat,Bandung,,3,1,81.0,45.0,1300.0,1.0,secondary
Rumah Luas Asri 2 KT Siap Huni di Cihanjuang Bandung,759456123,Jawa Barat,Bandung,,2,1,73.0,46.0,1300.0,1.0,secondary
Rumah Modern 2 Kamar LT 76m2 di Sariwangi,767000000,Jawa Barat,Bandung,,2,1,76.0,45.0,0.0,1.0,secondary
Rumah Luas Asri 2 KT Siap Pakai di Cimahi Bandung,758756123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Minimalis 2 KT di Sarijadi Bandung Unfurnished,698525123,Jawa Barat,Bandung,,2,1,73.0,45.0,1300.0,1.0,secondary
Rumah Minimalis 2 KT di Setra Duta Bandung Unfurnished,698000123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
"Dijual Rumah Eksklusif 2 KT di Cihanjuang, Bandung",750456123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Minimalis 2 KT di Sariwangi Bandung Unfurnished,697222123,Jawa Barat,Bandung,,2,1,73.0,45.0,1300.0,1.0,secondary
"Dijual Rumah Eksklusif 3 KT di Cimahi, Bandung",777258456,Jawa Barat,Bandung,,3,1,81.0,55.0,1300.0,1.0,secondary
"For Sale Hunian Rumah Nyaman 2 Kamar di Sarijadi, Bandung",697853123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Luas Asri 2 KT Siap Huni di Setra Duta Bandung,698369123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Modern 2 KT di Sariwangi Bandung Unfurnished,697585123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
"For Sale Hunian Rumah Terawat 3 Kamar di Cimahi, Bandung",750258369,Jawa Barat,Bandung,,3,1,81.0,45.0,1300.0,1.0,secondary
Rumah Minimalis 2 KT di Sarijadi Bandung Unfurnished,698369123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Minimalis 2 KT di Sariwangi Bandung Unfurnished,697123123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Hunian Nyaman Asri 2 KT Siap Huni di Sariwangi Bandung,697852123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
"Jual Rumah Modern 2 KT di Sariwangi, Bandung",685655123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
"Rumah Eksklusif Dijual LT 360m2 di Mandalajati, Bandung",4200000000,Jawa Barat,Bandung,Mandalajati,5,5,360.0,450.0,0.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 4 KT di Cileunyi Bandung SHM,1100000000,Jawa Barat,Bandung,Cileunyi,4,3,120.0,175.0,0.0,0.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Gede Bage, Bandung",6900000000,Jawa Barat,Bandung,,6,4,230.0,256.0,0.0,0.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Dago, Bandung",53000000000,Jawa Barat,Bandung,,3,3,1315.0,600.0,0.0,0.0,secondary
Jual Rumah Strategis Bagus Punya 6 KT di Margahayu Bandung SHM,2200000000,Jawa Barat,Bandung,Margahayu,6,3,205.0,300.0,0.0,0.0,secondary
"Dijual Rumah Eksklusif 2 KT di Kopo, Bandung",1000000000,Jawa Barat,Bandung,,2,2,128.0,90.0,0.0,0.0,secondary
For Sale Rumah 4 Kamar Lokasi Strategis Bagus dan Strategis di Regol,2350000000,Jawa Barat,Bandung,Regol,4,2,82.0,150.0,0.0,0.0,secondary
"Jual Rumah Mewah Elegan Dengan View Cantik di Sayap Dago, Bandung",38000000000,Jawa Barat,Bandung,,7,2,1003.0,700.0,0.0,0.0,secondary
Dijual Rumah Minimalis Bagus Punya 3 KT di Cibiru Bandung SHM,699000000,Jawa Barat,Bandung,Cibiru,3,2,62.0,180.0,0.0,0.0,secondary
Dijual Rumah 4 Kamar Lokasi Ideal Nyaman dan Strategis di Rancasari,576000000,Jawa Barat,Bandung,Rancasari,4,2,92.0,120.0,0.0,0.0,secondary
"Hunian Cantik Modern Lb 85m2 di Cileunyi, Bandung",680000000,Jawa Barat,Bandung,Cileunyi,2,1,131.0,85.0,0.0,0.0,secondary
Rumah Luas Asri 3 KT Siap Pakai di Gede Bage Bandung,750000000,Jawa Barat,Bandung,,3,1,130.0,100.0,0.0,0.0,secondary
Rumah Modern 8 KT di Ujungberung Bandung,1700000000,Jawa Barat,Bandung,,8,8,141.0,312.0,0.0,0.0,secondary
Rumah Modern Minimalis 4 Kamar Siap Huni di Lengkong,2000000000,Jawa Barat,Bandung,Lengkong,4,3,115.0,100.0,0.0,0.0,secondary
"Jual Rumah Mewah Elegan Dengan View Cantik di Turangga, Bandung",13000000000,Jawa Barat,Bandung,,2,3,356.0,350.0,0.0,0.0,secondary
Siap Huni Hunian Elit 7 Kamar di Sukasari Dekat ke Mana Pun,8500000000,Jawa Barat,Bandung,Sukasari,7,6,675.0,450.0,0.0,0.0,secondary
"Rumah Mewah LB 250m2 Siap Huni Desain Elegan di Dago, Bandung",13000000000,Jawa Barat,Bandung,,8,2,556.0,250.0,0.0,0.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Bagus dan Strategis di Margahayu,1500000000,Jawa Barat,Bandung,Margahayu,3,2,108.0,180.0,0.0,0.0,secondary
"Jual Rumah Eksklusif 4 KT di Kopo, Bandung",900000000,Jawa Barat,Bandung,,4,3,144.0,145.0,0.0,0.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 70m2 di Cileunyi, Bandung",680000000,Jawa Barat,Bandung,Cileunyi,3,2,179.0,70.0,0.0,0.0,secondary
"Hunian Cantik Minimalis Lb 294m2 di Rancasari, Bandung",1500000000,Jawa Barat,Bandung,Rancasari,8,5,140.0,294.0,0.0,0.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Regol, Bandung",6000000000,Jawa Barat,Bandung,Regol,7,5,429.0,334.0,0.0,0.0,secondary
Dijual Rumah Strategis Bagus Punya 2 KT di Margahayu Bandung SHM,1200000000,Jawa Barat,Bandung,Margahayu,2,1,156.0,142.0,0.0,0.0,secondary
Rumah Modern Cantik 5 KT Bisa Langsung Pindah di Cileunyi,700000000,Jawa Barat,Bandung,Cileunyi,5,3,60.0,180.0,0.0,0.0,secondary
Dijual Rumah Minimalis Bagus Punya 3 KT di Rancasari Bandung SHM,1950000000,Jawa Barat,Bandung,Rancasari,3,2,200.0,135.0,0.0,0.0,secondary
Rumah Modern Minimalis 3 Kamar Siap Huni di Margahayu,1100000000,Jawa Barat,Bandung,Margahayu,3,2,102.0,150.0,0.0,0.0,secondary
"Hunian Cantik Modern Lb 300m2 di Rancasari, Bandung",2500000000,Jawa Barat,Bandung,Rancasari,7,3,532.0,300.0,0.0,0.0,secondary
"Rumah Strategis Minimalis Lb 200m2 di Margahayu, Bandung",2500000000,Jawa Barat,Bandung,Margahayu,4,2,102.0,200.0,0.0,0.0,secondary
"Jual Rumah Eksklusif 3 KT di Bandung Kota, Bandung",2500000000,Jawa Barat,Bandung,,3,2,305.0,157.0,0.0,1.0,secondary
Rumah Elit Modern Tanpa Renovasi di Ciwastra Bandung,2750000000,Jawa Barat,Bandung,,8,8,105.0,200.0,0.0,3.0,secondary
Rumah Elit Modern Tanpa Renovasi di Supratman Bandung,20000000000,Jawa Barat,Bandung,,8,6,880.0,600.0,3300.0,2.0,secondary
"Hunian Mewah LB 400m2 Siap Huni Desain Elegan di Dago, Bandung",22000000000,Jawa Barat,Bandung,,8,2,600.0,400.0,3300.0,0.0,secondary
"Dijual Rumah Luas Elegan Dengan View Eksklusif di Bandung Kota, Bandung",11500000000,Jawa Barat,Bandung,,5,3,498.0,250.0,0.0,2.0,secondary
Rumah Murah LT 78m2 di Padasuka Akses Mudah,350000000,Jawa Barat,Bandung,,3,1,78.0,60.0,0.0,2.0,secondary
Siap Huni Hunian Elit 8 Kamar di Bojongsoang Dekat ke Mana Pun,3000000000,Jawa Barat,Bandung,Bojongsoang,8,3,150.0,300.0,0.0,3.0,secondary
Rumah Modern 4 KT di Pajajaran Bandung Unfurnished,1000000000,Jawa Barat,Bandung,,4,2,112.0,200.0,0.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Pakai di Summarecon Bandung Bandung,2390000000,Jawa Barat,Bandung,,3,3,105.0,116.0,0.0,2.0,secondary
Rumah Modern 3 Kamar LT 90m2 di Summarecon Bandung,1990000000,Jawa Barat,Bandung,,3,2,90.0,93.0,0.0,2.0,secondary
Rumah Modern 3 KT di Summarecon Bandung Bandung Unfurnished,1750000000,Jawa Barat,Bandung,,3,3,84.0,91.0,0.0,2.0,secondary
Rumah Elit Modern Siap Huni di Summarecon Bandung Bandung,2850000000,Jawa Barat,Bandung,,3,2,105.0,104.0,0.0,2.0,secondary
"Jual Rumah Luas Elegan Dengan View Eksklusif di Summarecon Bandung, Bandung",2850000000,Jawa Barat,Bandung,,3,2,162.0,124.0,3500.0,2.0,secondary
Rumah Luas Asri 2 KT Siap Pakai di Summarecon Bandung Bandung,1170000000,Jawa Barat,Bandung,,2,2,66.0,62.0,0.0,2.0,secondary
"For Sale Hunian Rumah Nyaman 2 Kamar di Summarecon Bandung, Bandung",1850000000,Jawa Barat,Bandung,,2,2,105.0,90.0,0.0,2.0,secondary
"Dijual Hunian Rumah Nyaman 3 Kamar di Buah Batu, Bandung",2500000000,Jawa Barat,Bandung,,3,2,320.0,250.0,0.0,1.0,secondary
"Jual Rumah Favorit Siap Huni LB 99m2 di Arcamanik, Bandung",2500000000,Jawa Barat,Bandung,Arcamanik,5,2,112.0,99.0,0.0,2.0,secondary
"Dijual Rumah Eksklusif 3 KT di Taman Holis Indah, Bandung",1850000000,Jawa Barat,Bandung,,3,3,189.0,250.0,0.0,2.0,secondary
"Dijual Hunian Rumah Terawat 2 Kamar di Cimahi, Bandung",800000000,Jawa Barat,Bandung,,2,2,60.0,120.0,0.0,2.0,secondary
Hunian Nyaman Asri 2 KT Siap Pakai di Gunung Batu Bandung,1100000000,Jawa Barat,Bandung,,2,1,83.0,83.0,0.0,1.0,secondary
"Jual Rumah Favorit Siap Huni LB 160m2 di Sukajadi, Bandung",900000000,Jawa Barat,Bandung,Sukajadi,3,2,85.0,160.0,0.0,2.0,secondary
"Rumah Strategis Minimalis Lb 150m2 di Cibeunying Kidul, Bandung",650000000,Jawa Barat,Bandung,Cibeunying Kidul,4,3,97.0,150.0,0.0,2.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 168m2 di Bojongloa Kaler, Bandung",650000000,Jawa Barat,Bandung,Bojongloa Kaler,5,3,58.0,168.0,0.0,3.0,secondary
Rumah Modern Minimalis 2 Kamar Siap Huni di Bojongloa Kaler,800000000,Jawa Barat,Bandung,Bojongloa Kaler,2,1,59.0,88.0,0.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 5 KT di Antapani Bandung SHM,1850000000,Jawa Barat,Bandung,Antapani,5,3,190.0,163.0,2200.0,2.0,secondary
Rumah Modern Minimalis 2 Kamar Siap Huni di Gedebage,1550000000,Jawa Barat,Bandung,Gedebage,2,2,108.0,68.0,1300.0,2.0,secondary
"Jual Rumah Eksklusif 3 KT di Taman Kopo Indah, Bandung",1700000000,Jawa Barat,Bandung,,3,3,117.0,140.0,2200.0,2.0,secondary
Rumah Minimalis 2 KT LT 104m2 di Bandung Kota,1400000000,Jawa Barat,Bandung,,2,1,104.0,110.0,2200.0,1.0,secondary
"Hunian Mewah Dijual LT 200m2 di Batununggal, Bandung",2800000000,Jawa Barat,Bandung,Batununggal,5,4,200.0,220.0,2200.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Huni di Turangga Bandung,1100000000,Jawa Barat,Bandung,,3,2,90.0,60.0,2200.0,2.0,secondary
Rumah Elit Modern Siap Huni di Setiabudi Bandung,10500000000,Jawa Barat,Bandung,,5,4,1248.0,900.0,10600.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Ideal Bagus dan Strategis di Arcamanik,1250000000,Jawa Barat,Bandung,Arcamanik,3,1,110.0,130.0,2200.0,1.0,secondary
Dijual Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Margahayu,790000000,Jawa Barat,Bandung,Margahayu,3,2,108.0,90.0,1300.0,1.0,secondary
"Hunian Elit LB 120m2 Siap Huni Desain Elegan di Grand Wisata, Bekasi",2900000000,Jawa Barat,Bekasi,,4,3,162.0,120.0,2200.0,2.0,secondary
Siap Huni Hunian Elit 3 Kamar di Bekasi Barat Dekat ke Mana Saja,2600000000,Jawa Barat,Bekasi,Bekasi Barat,3,3,90.0,110.0,2200.0,2.0,secondary
Metland Cikarang,635000000,Jawa Barat,Bekasi,Cibitung,0,0,,,,,
Rumah Modern Cantik 6 KT Bisa Langsung Pindah di Mustikajaya,2000000000,Jawa Barat,Bekasi,Mustikajaya,6,5,252.0,280.0,3500.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 2 KT di Tambun Utara Bekasi -,550000000,Jawa Barat,Bekasi,Tambun Utara,2,1,72.0,72.0,900.0,1.0,secondary
Rumah Minimalis 4 KT di Padurenan Bekasi Semi Furnished,830000000,Jawa Barat,Bekasi,,4,1,105.0,51.0,2200.0,2.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Grand Wisata Bekasi,1300000000,Jawa Barat,Bekasi,,3,2,157.0,120.0,3500.0,1.0,secondary
Yara at The Kaia Grand Wisata,3858765150,Jawa Barat,Bekasi,,0,0,,,,,
"Dijual Rumah Luas Megah Dengan View Eksklusif di Grand Wisata, Bekasi",2800000000,Jawa Barat,Bekasi,,4,3,140.0,125.0,2200.0,2.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Tambun Selatan, Bekasi",4200000000,Jawa Barat,Bekasi,Tambun Selatan,4,3,180.0,128.0,4400.0,2.0,secondary
Rumah Idaman 2 KT Harga Terjangkau di Bekasi Bekasi,450000000,Jawa Barat,Bekasi,,2,1,72.0,60.0,0.0,1.0,secondary
"For Sale Hunian Rumah Nyaman 5 KT di Jatibening, Bekasi",1800000000,Jawa Barat,Bekasi,,5,4,230.0,220.0,2200.0,2.0,secondary
Giva at The Kaia Grand Wisata,3991410250,Jawa Barat,Bekasi,,0,0,,,,,
"For Sale Hunian Rumah Nyaman 3 KT di Jati Asih, Bekasi",700000000,Jawa Barat,Bekasi,,3,2,60.0,60.0,2200.0,2.0,secondary
"For Sale Hunian Rumah Terawat 3 Kamar di Jatiwaringin, Bekasi",2200000000,Jawa Barat,Bekasi,,3,3,120.0,150.0,2200.0,2.0,secondary
"Jual Rumah Mewah Elegan Dengan View Eksklusif di Kemang Pratama, Bekasi",3500000000,Jawa Barat,Bekasi,,4,3,324.0,150.0,5500.0,2.0,secondary
Rumah Minimalis 5 Kamar LT 72m2 di Jatikarya,2000000000,Jawa Barat,Bekasi,,5,5,72.0,88.0,3500.0,3.0,secondary
Altara Grand Wisata,1490000000,Jawa Barat,Bekasi,,0,0,,,,,
Rumah Minimalis 2 KT di Jati Asih Bekasi Unfurnished,850000000,Jawa Barat,Bekasi,,2,1,77.0,65.0,2200.0,1.0,secondary
Citrus Signature Grand Wisata,3785516250,Jawa Barat,Bekasi,,0,0,,,,,
Rumah Minimalis 3 KT di Jatiwaringin Bekasi Unfurnished,1450000000,Jawa Barat,Bekasi,,3,2,70.0,100.0,2200.0,2.0,secondary
Rumah Minimalis 3 KT di Harapan Indah Bekasi Unfurnished,1650000000,Jawa Barat,Bekasi,,3,2,144.0,160.0,2200.0,2.0,secondary
Rumah Minimalis 3 KT di Grand Wisata Bekasi,1900000000,Jawa Barat,Bekasi,,3,3,120.0,180.0,2200.0,2.0,secondary
"Jual Rumah Eksklusif 4 KT di Bekasi, Bekasi",2270000000,Jawa Barat,Bekasi,,4,3,157.0,200.0,2200.0,2.0,secondary
For Sale! Luxury House LT 354m2 Desain Modern di Bekasi Kota,3500000000,Jawa Barat,Bekasi,,4,3,354.0,150.0,0.0,2.0,secondary
Rumah Modern Minimalis 2 Kamar Siap Huni di Medan Satria,600000000,Jawa Barat,Bekasi,Medan Satria,2,1,108.0,36.0,0.0,1.0,secondary
"Dijual Hunian Rumah Nyaman 3 KT di Bekasi, Bekasi",938000000,Jawa Barat,Bekasi,,3,2,85.0,65.0,0.0,2.0,secondary
Rumah Modern Minimalis 3 Kamar Bisa Langsung Pindah di Tambun Selatan,814000000,Jawa Barat,Bekasi,Tambun Selatan,3,2,77.0,59.0,0.0,2.0,secondary
