Judul,Harga_Rupiah,Provinsi,Kota,Kecamatan,Kamar_Tidur,Kamar_Mandi,Luas_Tanah_m2,Luas_Bangunan_m2,Daya_Listrik_Watt,Jumlah_Lantai,Tipe_Properti
Ready to Use! Premium House LT 466m2 Desain Modern di Cirendeu,7800000000,Jakarta,Jakarta Selatan,,6,6,466.0,520.0,0.0,2.0,secondary
Ready to Use! Premium House LT 1420m2 Desain Elegan di Pondok Indah,92000000000,Jakarta,Jakarta Selatan,,8,6,1420.0,1200.0,0.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Gading Serpong, Tangerang",3500000000,Banten,Tangerang,,4,2,120.0,180.0,0.0,2.0,secondary
"Hunian Mewah LB 544m2 Siap Pakai Desain Elegan di BSD City, Tangerang",22000000000,Banten,Tangerang,,5,5,390.0,544.0,0.0,3.0,secondary
"Enchante, BSD City",13523598000,Banten,Tangerang,,0,0,,,,,
"Hunian Super Mewah dengan Akses Paling Strategis di BSD Eminent, Tangerang",3400000000,Banten,Tangerang,,3,2,120.0,120.0,0.0,2.0,secondary
"Dijual Rumah Mewah Exclusive di Tangerang, Tangerang",24000000000,Banten,Tangerang,Tangerang,5,5,495.0,565.0,19000.0,3.0,secondary
For Sale! Premium House LT 112m2 Desain Modern di Gading Serpong,3680000000,Banten,Tangerang,,4,3,112.0,178.0,0.0,3.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di BSD City, Tangerang",7990000000,Banten,Tangerang,,4,3,180.0,285.0,0.0,3.0,secondary
Sutera Rasuna by Alam Sutera,1400000000,Banten,Tangerang,Pinang,0,0,,,,,
Rumah Luxury Modern Siap Huni di Gading Serpong Tangerang,4500000000,Banten,Tangerang,,5,5,128.0,192.0,0.0,3.0,secondary
"Hunian Elit LB 545m2 Siap Pakai Desain Elegan di BSD City, Tangerang",28000000000,Banten,Tangerang,,5,7,495.0,545.0,0.0,3.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di BSD City, Tangerang",23000000000,Banten,Tangerang,,5,5,395.0,545.0,0.0,3.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Gading Serpong, Tangerang",13000000000,Banten,Tangerang,,5,4,243.0,283.0,0.0,2.0,secondary
"The Armont Residences, BSD City",6357385000,Banten,Tangerang,Pagedangan,0,0,,,,,
"Hunian Mewah LB 412m2 Siap Pakai Desain Elegan di BSD City, Tangerang",11000000000,Banten,Tangerang,,4,5,220.0,412.0,0.0,3.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Gading Serpong, Tangerang",14500000000,Banten,Tangerang,,6,4,264.0,316.0,0.0,2.0,secondary
Rumah Elit Modern Tanpa Renovasi di Alam Sutera Tangerang,5000000000,Banten,Tangerang,,4,3,280.0,380.0,0.0,2.0,secondary
For Sale! Premium House LT 300m2 Desain Modern di Gading Serpong,6200000000,Banten,Tangerang,,4,5,300.0,349.0,0.0,1.0,secondary
Iconix Infinite Premium Studio Loft,9187936000,Banten,Tangerang,Pagedangan,0,0,,,,,
Rumah Luas Asri 2 KT Siap Pakai di BSD Tangerang,1500000000,Banten,Tangerang,,2,2,98.0,120.0,3500.0,2.0,secondary
Sutera Nexen,656000000,Banten,Tangerang,Cikupa,0,0,,,,,
"Jual Rumah Favorit Siap Huni LB 140m2 di Tangerang, Tangerang",1200000000,Banten,Tangerang,Tangerang,4,2,106.0,140.0,2200.0,0.0,secondary
"Dijual Rumah Luas Elegan Dengan View Eksklusif di BSD Giri Loka, Tangerang",14500000000,Banten,Tangerang,,8,9,580.0,566.0,0.0,2.0,secondary
"For Sale Hunian Rumah Terawat 4 KT di BSD, Tangerang",2400000000,Banten,Tangerang,,4,4,107.0,140.0,2200.0,2.0,secondary
"Dijual Rumah Luas Elegan Dengan View Eksklusif di BSD, Tangerang",2700000000,Banten,Tangerang,,5,5,142.0,185.0,0.0,2.0,secondary
Rumah Minimalis 3 KT LT 135m2 di BSD,2250000000,Banten,Tangerang,,3,3,135.0,74.0,8000.0,0.0,secondary
"Jual Rumah Mewah Elegan Dengan View Eksklusif di BSD, Tangerang",22000000000,Banten,Tangerang,,4,5,480.0,300.0,7700.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Gading Serpong, Tangerang",4500000000,Banten,Tangerang,,3,3,144.0,140.0,0.0,1.0,secondary
"IZZI, BSD City",1854081000,Banten,Tangerang,,0,0,,,,,
"Jual Rumah Mewah Elegan Dengan View Cantik di Petir, Tangerang",2950000000,Banten,Tangerang,,3,2,120.0,89.0,2200.0,2.0,secondary
Rumah Minimalis 2 KT di Lippo Karawaci Tangerang Semi Furnished,1100000000,Banten,Tangerang,,2,2,60.0,55.0,0.0,2.0,secondary
"For Sale Hunian Rumah Terawat 2 Kamar di Graha Raya, Tangerang",1850000000,Banten,Tangerang,,2,2,95.0,64.0,0.0,2.0,secondary
Rumah Idaman 2 KT Harga Terjangkau di Cikupa Citra Raya Tangerang,350000000,Banten,Tangerang,,2,1,60.0,27.0,0.0,1.0,secondary
"New Alesha, BSD City",1896281000,Banten,Tangerang,,0,0,,,,,
"Hunian Cantik Minimalis Lb 148m2 di Benda, Tangerang",1600000000,Banten,Tangerang,Benda,4,4,200.0,148.0,0.0,2.0,secondary
"Jual Rumah Luas Elegan Dengan View Cantik di Lippo Karawaci, Tangerang",3800000000,Banten,Tangerang,,3,3,200.0,259.0,0.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Gading Serpong, Tangerang",5500000000,Banten,Tangerang,,5,5,250.0,286.0,5500.0,2.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 130m2 di Kosambi, Tangerang",1500000000,Banten,Tangerang,Kosambi,4,3,78.0,130.0,0.0,2.0,secondary
"Tanakayu, BSD City",2900000000,Banten,Tangerang,,0,0,,,,,
Rumah Modern 3 KT di Pondok Cabe Tangerang Unfurnished,650000000,Banten,Tangerang,,3,2,60.0,55.0,0.0,2.0,secondary
Rumah Minimalis 3 Kamar LT 72m2 di Cireundeu,2200000000,Banten,Tangerang,,3,3,72.0,115.0,0.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di BSD, Tangerang",3100000000,Banten,Tangerang,,3,3,200.0,165.0,3300.0,2.0,secondary
Jual Rumah Minimalis Bagus Punya 4 KT di Ciledug Tangerang SHM,1750000000,Banten,Tangerang,Ciledug,4,3,140.0,180.0,0.0,2.0,secondary
Metland Cyber Puri,4900000000,Banten,Tangerang,Karang Tengah,0,0,,,,,
Rumah Luas Asri 3 KT Siap Pakai di Pondok Cabe Tangerang,650000000,Banten,Tangerang,,3,2,60.0,55.0,0.0,2.0,secondary
Suvarna Sutera,597000000,Banten,Tangerang,Cikupa,0,0,,,,,
"Hunian Cantik Modern Lb 200m2 di Ciledug, Tangerang",1850000000,Banten,Tangerang,Ciledug,4,3,140.0,200.0,0.0,2.0,secondary
"Hunian Cantik Modern Lb 155m2 di Tangerang, Tangerang",1550000000,Banten,Tangerang,Tangerang,3,3,75.0,155.0,0.0,3.0,secondary
"Dijual Hunian Rumah Terawat 3 KT di Pondok Cabe, Tangerang",1800000000,Banten,Tangerang,,3,3,92.0,125.0,0.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di BSD City, Tangerang",27500000000,Banten,Tangerang,,5,4,801.0,1046.0,7700.0,3.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Cisauk,850000000,Banten,Tangerang,Cisauk,3,1,90.0,45.0,0.0,1.0,secondary
"Hunian Mewah LB 400m2 Siap Huni Desain Elegan di BSD Neo Catalonia, Tangerang",4500000000,Banten,Tangerang,,5,4,300.0,400.0,5500.0,2.0,secondary
Rumah Modern 5 KT LT 375m2 di Kreo,2500000000,Banten,Tangerang,,5,2,375.0,160.0,2200.0,1.0,secondary
Rumah Minimalis 2 KT di BSD City Tangerang Full Furnished,820000000,Banten,Tangerang,,2,1,40.0,45.0,0.0,2.0,secondary
Rumah Minimalis 3 KT di BSD Tangerang Unfurnished,1700000000,Banten,Tangerang,,3,2,120.0,110.0,2200.0,1.0,secondary
Dijual Rumah 2 Kamar Lokasi Ideal Bagus dan Strategis di Cisauk,850000000,Banten,Tangerang,Cisauk,2,1,84.0,65.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Nyaman 3 KT di BSD Griya Loka, Tangerang",1600000000,Banten,Tangerang,,3,2,112.0,98.0,2200.0,0.0,secondary
"Hunian Cantik Minimalis Lb 90m2 di Cipondoh, Tangerang",2100000000,Banten,Tangerang,Cipondoh,3,2,111.0,90.0,2200.0,2.0,secondary
For Sale! Luxury House LT 180m2 Desain Elegan di BSD Delatinos,3550000000,Banten,Tangerang,,3,3,180.0,250.0,0.0,2.0,secondary
Rumah Minimalis 2 KT di Jombang Tangerang Unfurnished,2100000000,Banten,Tangerang,,2,2,240.0,120.0,2200.0,0.0,secondary
Rumah Luas Asri 3 KT Siap Pakai di Pondok Pucung Tangerang,1750000000,Banten,Tangerang,,3,2,126.0,100.0,0.0,1.0,secondary
Rumah Luas Asri 3 KT Siap Pakai di BSD Tangerang,1700000000,Banten,Tangerang,,3,2,112.0,85.0,2200.0,1.0,secondary
Rumah Modern Cantik 3 KT Bisa Langsung Pindah di Cisauk,1100000000,Banten,Tangerang,Cisauk,3,2,91.0,70.0,2200.0,2.0,secondary
"Hunian Mewah LB 135m2 Siap Huni Desain Elegan di BSD, Tangerang",2700000000,Banten,Tangerang,,3,3,200.0,135.0,2200.0,1.0,secondary
Rumah Minimalis 3 KT di BSD Tangerang Unfurnished,1650000000,Banten,Tangerang,,3,2,87.0,100.0,0.0,1.0,secondary
Rumah Elit Modern Tanpa Renovasi di BSD City Tangerang,5500000000,Banten,Tangerang,,8,8,240.0,400.0,4400.0,2.0,secondary
"Rumah Mewah LB 600m2 Siap Pakai Desain Elegan di Gading Serpong, Tangerang",12500000000,Banten,Tangerang,,4,4,414.0,600.0,5500.0,2.0,secondary
Rumah Mewah Akses Mudah di Tangerang,2900000000,Banten,Tangerang,,0,0,303.0,180.0,6600.0,1.0,secondary
"Rumah Strategis Modern Lb 200m2 di Cipondoh, Tangerang",1950000000,Banten,Tangerang,Cipondoh,3,3,160.0,200.0,0.0,2.0,secondary
"Jual Rumah Mewah Elegan Dengan View Cantik di BSD Giri Loka, Tangerang",8250000000,Banten,Tangerang,,5,4,785.0,600.0,4400.0,2.0,secondary
"Dijual Rumah Mewah Megah Dengan View Eksklusif di BSD Delatinos, Tangerang",9000000000,Banten,Tangerang,,4,6,429.0,500.0,10000.0,3.0,secondary
"Rumah Mewah LB 800m2 Siap Pakai Desain Elegan di BSD Telaga Golf, Tangerang",17000000000,Banten,Tangerang,,5,7,644.0,800.0,13300.0,2.0,secondary
Rumah Minimalis 2 Kamar LT 200m2 di Pondok Jagung,1800000000,Banten,Tangerang,,2,2,200.0,163.0,2200.0,2.0,secondary
Rumah Murah di Tangerang Dekat Sekolah,2000000000,Banten,Tangerang,,0,0,200.0,110.0,2200.0,1.0,secondary
"Dijual Rumah Luas Elegan Dengan View Cantik di BSD Giri Loka, Tangerang",13000000000,Banten,Tangerang,,5,5,632.0,317.0,10600.0,2.0,secondary
Dijual Rumah Bagus Siap Huni di Tangerang Favorit,2500000000,Banten,Tangerang,,0,0,180.0,300.0,5500.0,1.0,secondary
"Jual Rumah Luas Megah Dengan View Cantik di Gading Serpong, Tangerang",3100000000,Banten,Tangerang,,4,3,128.0,106.0,0.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di BSD, Tangerang",3200000000,Banten,Tangerang,,6,4,200.0,180.0,0.0,2.0,secondary
"Hunian Cantik Modern Lb 180m2 di Ciledug, Tangerang",1750000000,Banten,Tangerang,Ciledug,4,3,140.0,180.0,0.0,2.0,secondary
Rumah Modern Minimalis 2 KT Siap Huni di Tangerang,780000000,Banten,Tangerang,Tangerang,2,1,50.0,28.0,0.0,1.0,secondary
"Jual Rumah Modern 5 KT di Kreo, Tangerang",2300000000,Banten,Tangerang,,5,2,160.0,180.0,0.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 4 KT di Ciledug Tangerang SHM,1850000000,Banten,Tangerang,Ciledug,4,3,140.0,200.0,0.0,2.0,secondary
"Rumah Mewah LB 500m2 Siap Pakai Desain Elegan di Gading Serpong, Tangerang",9500000000,Banten,Tangerang,,4,3,312.0,500.0,5500.0,3.0,secondary
"Hunian Elit LB 550m2 Siap Huni Desain Elegan di Gading Serpong, Tangerang",21000000000,Banten,Tangerang,,4,4,337.0,550.0,7700.0,2.0,secondary
"Rumah Mewah LB 420m2 Siap Huni Desain Elegan di Gading Serpong, Tangerang",15000000000,Banten,Tangerang,,4,3,450.0,420.0,4400.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Gading Serpong, Tangerang",15000000000,Banten,Tangerang,,4,3,450.0,400.0,5500.0,2.0,secondary
"Jual Rumah Eksklusif 4 KT di BSD City, Tangerang",2100000000,Banten,Tangerang,,4,2,75.0,70.0,0.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di BSD De Park, Tangerang",8300000000,Banten,Tangerang,,5,5,327.0,350.0,0.0,3.0,secondary
For Sale! Premium House LT 500m2 Desain Modern di BSD The Green,13000000000,Banten,Tangerang,,5,6,500.0,600.0,0.0,2.0,secondary
"Jual Rumah Luas Elegan Dengan View Cantik di BSD Eminent, Tangerang",3700000000,Banten,Tangerang,,3,2,160.0,114.0,0.0,2.0,secondary
Rumah Modern 4 KT di Tangerang Kota Tangerang Semi Furnished,1550000000,Banten,Tangerang,,4,3,54.0,124.0,0.0,2.0,secondary
Rumah Elit Modern Tanpa Renovasi di Summarecon Serpong Tangerang,5000000000,Banten,Tangerang,,5,4,216.0,228.0,0.0,2.0,secondary
"For Sale Hunian Rumah Nyaman 2 Kamar di Gading Serpong, Tangerang",1000000000,Banten,Tangerang,,2,2,40.0,53.0,0.0,1.0,secondary
"Rumah Mewah LB 126m2 Siap Pakai Desain Elegan di Alam Sutera, Tangerang",3350000000,Banten,Tangerang,,3,2,112.0,126.0,0.0,2.0,secondary
"For Sale Hunian Rumah Terawat 3 KT di Lippo Karawaci, Tangerang",1900000000,Banten,Tangerang,,3,1,120.0,150.0,0.0,2.0,secondary
"Dijual Hunian Rumah Terawat 3 KT di BSD, Tangerang",2200000000,Banten,Tangerang,,3,2,84.0,120.0,0.0,2.0,secondary
"Rumah Strategis Minimalis Lb 78m2 di Cipondoh, Tangerang",1650000000,Banten,Tangerang,Cipondoh,3,2,63.0,78.0,0.0,2.0,secondary
"Rumah Strategis Modern Lb 78m2 di Sepatan, Tangerang",1100000000,Banten,Tangerang,Sepatan,3,2,141.0,78.0,0.0,1.0,secondary
Dijual Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Pinang,2200000000,Banten,Tangerang,Pinang,3,2,112.0,120.0,0.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Dadap, Tangerang",3700000000,Banten,Tangerang,,4,3,185.0,435.0,0.0,3.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Gading Serpong, Tangerang",12500000000,Banten,Tangerang,,7,4,300.0,600.0,0.0,2.0,secondary
Rumah Modern 3 Kamar LT 120m2 di Lippo Karawaci,1900000000,Banten,Tangerang,,3,3,120.0,180.0,0.0,2.0,secondary
Dijual Rumah Minimalis Bagus Punya 3 KT di Cipondoh Tangerang SHM,1500000000,Banten,Tangerang,Cipondoh,3,2,85.0,132.0,0.0,2.0,secondary
Rumah Luxury Modern Tanpa Renovasi di BSD Tangerang,3200000000,Banten,Tangerang,,5,4,112.0,270.0,0.0,2.0,secondary
"Jual Rumah Favorit Siap Huni LB 128m2 di Cipondoh, Tangerang",1500000000,Banten,Tangerang,Cipondoh,3,2,160.0,128.0,0.0,1.0,secondary
For Sale Rumah 2 Kamar Lokasi Strategis Bagus dan Strategis di Cipondoh,1375000000,Banten,Tangerang,Cipondoh,2,2,48.0,75.0,0.0,2.0,secondary
Jual Rumah Minimalis Bagus Punya 6 KT di Cipondoh Tangerang PPJB,2500000000,Banten,Tangerang,Cipondoh,6,3,121.0,250.0,0.0,2.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Lengkap di Cipondoh, Tangerang",8500000000,Banten,Tangerang,Cipondoh,5,3,333.0,650.0,0.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Gading Serpong, Tangerang",2850000000,Banten,Tangerang,,4,2,72.0,120.0,2200.0,2.0,secondary
Rumah Modern 3 Kamar LT 72m2 di Graha Raya,1350000000,Banten,Tangerang,,3,2,72.0,60.0,2200.0,2.0,secondary
"Dijual Cepat Rumah Favorit Siap Huni LB 165m2 di Tangerang, Tangerang",1450000000,Banten,Tangerang,Tangerang,5,2,90.0,165.0,0.0,2.0,secondary
"Jual Rumah Mewah Megah Dengan View Cantik di Lippo Karawaci, Tangerang",4500000000,Banten,Tangerang,,4,3,325.0,500.0,3300.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Cikokol, Tangerang",9000000000,Banten,Tangerang,,3,3,360.0,200.0,3500.0,1.0,secondary
"Rumah Murah Dijual Area Legok, Tangerang Harga Rp 500 Juta",500000000,Banten,Tangerang,Legok,2,2,34.0,39.0,0.0,2.0,secondary
"Rumah Mewah Dijual LT 84m2 di Cikupa, Tangerang",2600000000,Banten,Tangerang,Cikupa,2,2,84.0,101.0,0.0,2.0,secondary
Rumah Minimalis 3 Kamar LT 72m2 di Pondok Pucung,1632810000,Banten,Tangerang,,3,2,72.0,79.0,0.0,0.0,secondary
Rumah Modern 2 KT di Cimone Tangerang Unfurnished,1500000000,Banten,Tangerang,,2,1,150.0,165.0,0.0,1.0,secondary
Dijual Rumah 5 Kamar Lokasi Ideal Bagus dan Strategis di Ciledug,1350000000,Banten,Tangerang,Ciledug,5,3,120.0,140.0,3300.0,2.0,secondary
"Hunian Cantik Minimalis Lb 93m2 di Tangerang, Tangerang",900000000,Banten,Tangerang,Tangerang,4,3,78.0,93.0,0.0,0.0,secondary
Rumah Minimalis 3 Kamar LT 85m2 di Ciater,1300000000,Banten,Tangerang,,3,2,85.0,78.0,0.0,0.0,secondary
"Rumah Mewah Siap Huni LT 355m2 di Ciledug, Tangerang",3700000000,Banten,Tangerang,Ciledug,6,4,355.0,354.0,0.0,0.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Gading Serpong, Tangerang",2800000000,Banten,Tangerang,,20,20,175.0,400.0,0.0,3.0,secondary
Jual Rumah Strategis Bagus Punya 4 KT di Cisauk Tangerang PPJB,2500000000,Banten,Tangerang,Cisauk,4,2,90.0,86.0,0.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Huni di Gading Serpong Tangerang,2500000000,Banten,Tangerang,,3,2,156.0,120.0,2200.0,1.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Bagus dan Strategis di Ciledug,850000000,Banten,Tangerang,Ciledug,3,1,105.0,55.0,2200.0,1.0,secondary
For Sale! Luxury House LT 160m2 Desain Elegan di Alam Sutera,6500000000,Banten,Tangerang,,4,4,160.0,209.0,0.0,2.0,secondary
Rumah Elit Modern Tanpa Renovasi di Gading Serpong Tangerang,5100000000,Banten,Tangerang,,4,3,180.0,164.0,0.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di BSD City, Tangerang",2650000000,Banten,Tangerang,,3,3,112.0,118.0,0.0,3.0,secondary
"Hunian Mewah LB 310m2 Siap Huni Desain Elegan di BSD Foresta, Tangerang",5200000000,Banten,Tangerang,,4,4,219.0,310.0,0.0,3.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Gading Serpong Cluster Bohemia, Tangerang",2980000000,Banten,Tangerang,,4,3,120.0,170.0,0.0,2.0,secondary
"For Sale Hunian Rumah Nyaman 2 KT di Gading Serpong, Tangerang",1200000000,Banten,Tangerang,,2,1,90.0,75.0,2200.0,2.0,secondary
Rumah Modern 4 KT LT 120m2 di Lippo Karawaci,2200000000,Banten,Tangerang,,4,3,120.0,200.0,3500.0,2.0,secondary
"Dijual Hunian Rumah Nyaman 3 Kamar di BSD, Tangerang",1950000000,Banten,Tangerang,,3,3,60.0,100.0,2200.0,3.0,secondary
Rumah Minimalis 6 KT di Graha Raya Tangerang Semi Furnished,1950000000,Banten,Tangerang,,6,2,103.0,206.0,2200.0,2.0,secondary
"Hunian Cantik Minimalis Lb 120m2 di Tangerang, Tangerang",1800000000,Banten,Tangerang,Tangerang,2,2,188.0,120.0,2200.0,0.0,secondary
Dijual Rumah 2 Kamar Lokasi Strategis Nyaman dan Strategis di Sepatan,600000000,Banten,Tangerang,Sepatan,2,1,116.0,41.0,1300.0,1.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 200m2 di Kelapa Dua, Tangerang",2200000000,Banten,Tangerang,Kelapa Dua,3,2,135.0,200.0,2200.0,2.0,secondary
"Dijual Rumah Eksklusif 2 KT di Cimone, Tangerang",1000000000,Banten,Tangerang,,2,2,89.0,63.0,1300.0,1.0,secondary
Rumah Minimalis 2 KT di Lippo Karawaci Tangerang Semi Furnished,800000000,Banten,Tangerang,,2,1,81.0,57.0,1300.0,1.0,secondary
Rumah Modern 2 KT di Cimone Tangerang Semi Furnished,900000000,Banten,Tangerang,,2,1,90.0,45.0,1300.0,1.0,secondary
"Jual Rumah Modern 2 KT di Cimone, Tangerang",835000000,Banten,Tangerang,,2,1,77.0,50.0,3500.0,1.0,secondary
"Dijual Hunian Rumah Terawat 2 KT di Cimone, Tangerang",1150000000,Banten,Tangerang,,2,2,84.0,66.0,2200.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Huni di Pondok Cabe Tangerang,2500000000,Banten,Tangerang,,3,2,240.0,300.0,4400.0,2.0,secondary
Rumah Minimalis 3 Kamar LT 126m2 di Cikupa Citra Raya,1800000000,Banten,Tangerang,,3,3,126.0,85.0,0.0,2.0,secondary
"Jual Rumah Favorit Siap Huni LB 100m2 di Karang Tengah, Tangerang",2500000000,Banten,Tangerang,Karang Tengah,3,2,143.0,100.0,0.0,2.0,secondary
Dijual Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Mauk,1300000000,Banten,Tangerang,Mauk,3,2,141.0,78.0,4400.0,2.0,secondary
Rumah Modern 2 KT di Taman Royal Tangerang,1300000000,Banten,Tangerang,,2,2,96.0,96.0,0.0,1.0,secondary
"Hunian Cantik Minimalis Lb 90m2 di Cipondoh, Tangerang",1000000000,Banten,Tangerang,Cipondoh,3,2,72.0,90.0,2200.0,2.0,secondary
"Dijual Rumah Modern 3 KT di Gading Serpong Pondok Hijau Golf, Tangerang",2300000000,Banten,Tangerang,,3,2,108.0,80.0,3300.0,2.0,secondary
Rumah Luas Asri 2 KT Siap Pakai di Poris Tangerang,600000000,Banten,Tangerang,,2,1,60.0,60.0,0.0,1.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Cipondoh, Tangerang",2790000000,Banten,Tangerang,Cipondoh,3,3,277.0,130.0,0.0,1.0,secondary
Jual Rumah Minimalis Bagus Punya 3 KT di Ciledug Tangerang SHM,1300000000,Banten,Tangerang,Ciledug,3,1,109.0,200.0,0.0,1.0,secondary
Rumah Modern Cantik 3 Kamar Bisa Langsung Pindah di Karang Tengah,2400000000,Banten,Tangerang,Karang Tengah,3,4,170.0,265.0,0.0,2.0,secondary
Rumah Elit Modern Siap Huni di Metro Permata Tangerang,3200000000,Banten,Tangerang,,4,3,202.0,182.0,0.0,2.0,secondary
"Dijual Rumah Luas Megah Dengan View Eksklusif di BSD City, Tangerang",24000000000,Banten,Tangerang,,5,6,495.0,545.0,0.0,3.0,secondary
"For Sale Hunian Rumah Terawat 3 KT di Gading Serpong Omaha Village, Tangerang",1270000000,Banten,Tangerang,,3,2,60.0,89.0,0.0,2.0,secondary
Rumah Modern 2 KT di Lippo Karawaci Tangerang Unfurnished,720000000,Banten,Tangerang,,2,1,72.0,40.0,0.0,1.0,secondary
"Rumah Strategis Minimalis Lb 80m2 di Curug, Tangerang",620000000,Banten,Tangerang,Curug,2,1,84.0,80.0,0.0,1.0,secondary
Rumah Modern Minimalis 2 KT Siap Huni di Curug,600000000,Banten,Tangerang,Curug,2,1,78.0,60.0,0.0,1.0,secondary
Dijual Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Curug,1300000000,Banten,Tangerang,Curug,3,3,90.0,120.0,0.0,2.0,secondary
Rumah Luas Asri 4 KT Siap Huni di Gading Serpong Tangerang,2450000000,Banten,Tangerang,,4,3,102.0,144.0,0.0,2.0,secondary
Rumah Elit Modern Siap Huni di Alam Sutera Tangerang,3800000000,Banten,Tangerang,,4,4,112.0,176.0,0.0,2.0,secondary
"Dijual Rumah Luas Megah Dengan View Eksklusif di BSD, Tangerang",18000000000,Banten,Tangerang,,5,7,264.0,490.0,0.0,3.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Cikupa Citra Raya Tangerang,1800000000,Banten,Tangerang,,3,3,126.0,85.0,0.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Pagedangan,2200000000,Banten,Tangerang,Pagedangan,3,3,66.0,86.0,2200.0,2.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Suvarna Sutera Tangerang,1000000000,Banten,Tangerang,,3,2,66.0,79.0,2200.0,2.0,secondary
For Sale! Premium House LT 128m2 Desain Modern di Alam Sutera,4000000000,Banten,Tangerang,,5,4,128.0,240.0,5500.0,2.0,secondary
"Jual Rumah Luas Elegan Dengan View Eksklusif di Gading Serpong, Tangerang",11250000000,Banten,Tangerang,,4,3,216.0,300.0,0.0,2.0,secondary
Rumah Luxury Modern Siap Huni di BSD Tangerang,4900000000,Banten,Tangerang,,3,3,210.0,200.0,0.0,1.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Suvarna Sutera, Tangerang",3600000000,Banten,Tangerang,,4,3,227.0,288.0,0.0,2.0,secondary
"Hunian Elit LB 196m2 Siap Huni Desain Elegan di Gading Serpong, Tangerang",5500000000,Banten,Tangerang,,4,3,162.0,196.0,0.0,2.0,secondary
"Hunian Eksklusif Siap Huni LT 264m2 di Antapani, Bandung",2700000000,Jawa Barat,Bandung,Antapani,7,2,264.0,159.0,1300.0,1.0,secondary
Dijual Rumah 4 Kamar Lokasi Ideal Nyaman dan Strategis di Margahayu,1500000000,Jawa Barat,Bandung,Margahayu,4,2,174.0,170.0,900.0,1.0,secondary
Podomoro Park Bandung,900000000,Jawa Barat,Bandung,Buahbatu,0,0,,,,,
Ready to Use! Luxury House LT 328m2 Desain Modern di Pasteur,6500000000,Jawa Barat,Bandung,,6,5,328.0,568.0,4400.0,2.0,secondary
"Dijual Hunian Rumah Nyaman 3 KT di Gede Bage, Bandung",900000000,Jawa Barat,Bandung,,3,1,84.0,42.0,900.0,1.0,secondary
"Rumah Murah Dijual Area Rancaekek, Bandung Harga Rp 290 Juta",290000000,Jawa Barat,Bandung,Rancaekek,2,1,72.0,30.0,900.0,1.0,secondary
"Hunian Elit LB 200m2 Siap Pakai Desain Elegan di Cipedes, Bandung",2950000000,Jawa Barat,Bandung,,4,4,150.0,200.0,2200.0,2.0,secondary
Lynn Parc by Landmark Residence,3953250000,Jawa Barat,Bandung,Cicendo,0,0,,,,,
